libtpms 0.9.6-1
libtraceevent 1:1.8.3-1
libtracefs 1.8.1-1
libunibreak 6.1-1
libunistring 1.2-1
libunwind 1.8.1-3
libupnp 1.14.19-3
liburcu 0.14.0-2
liburing 2.7-1
libusb 1.0.27-1
libusbmuxd 2.1.0-1
libutempter 1.2.1-4
libutf8proc 2.9.0-1
libuv 1.48.0-2
libva 2.22.0-1
libvdpau 1.5-3
libverto 0.3.2-5
libvisio 0.1.7-11
libvorbis 1.3.7-3
libvpl 2.12.0-1
libvpx 1.14.1-1
libvterm 0.3.3-2
libwacom 2.13.0-1
libwbclient 4.20.4-1
libwebp 1.4.0-2
libwmf 0.2.13-3
libwpd 0.10.3-5
libwpg 0.3.4-2
libwps 0.4.14-2
libx11 1.8.10-1
libxau 1.0.11-3
libxaw 1.0.16-1
libxcb 1.17.0-1
libxcomposite 0.4.6-2
libxcrypt 4.4.36-2
libxcrypt-compat 4.4.36-2
libxcursor 1.2.2-1
libxcvt 0.1.2-2
libxdamage 1.1.6-2
libxdg-basedir 1.2.3-2
libxdmcp 1.1.5-1
libxext 1.3.6-1
libxfce4ui 4.18.6-1
libxfce4util 4.18.2-1
libxfixes 6.0.1-2
libxfont2 2.0.7-1
libxft 2.3.8-2
libxi 1.8.1-2
libxinerama 1.1.5-2
libxkbcommon 1.7.0-2
libxkbcommon-x11 1.7.0-2
libxkbfile 1.1.3-1
libxklavier 5.4-5
libxml2 2.13.3-1
libxmlb 0.3.19-1
libxmu 1.2.1-1
libxpm 3.5.17-2
libxrandr 1.5.4-1
libxrender 0.9.11-2
libxres 1.2.2-2
libxshmfence 1.3.2-2
libxslt 1.1.42-1
libxss 1.2.4-2
libxt 1.3.0-2
libxtst 1.2.5-1
libxv 1.0.12-2
libxxf86vm 1.1.5-2
libyaml 0.2.5-3
libyuv r2426+464c51a0-1
libzip 1.10.1-2
libzmf 0.0.2-16
licenses 20240728-1
linux 6.10.7.arch1-1
linux-api-headers 6.10-1
linux-firmware 20240809.59460076-1
linux-firmware-bnx2x 20240809.59460076-1
linux-firmware-liquidio 20240809.59460076-1
linux-firmware-mellanox 20240809.59460076-1
linux-firmware-nfp 20240809.59460076-1
linux-firmware-qlogic 20240809.59460076-1
linux-firmware-whence 20240809.59460076-1
llvm-libs 18.1.8-4
lm_sensors 1:3.6.0.r41.g31d1f125-3
lmdb 0.9.33-1
lpsolve 5.5.2.11-3
lsw 0.3-7
lua 5.4.7-1
lua-lpeg 1.1.0-2
lua51 5.1.5-12
lua51-lpeg 1.1.0-2
luajit 2.1.1723675123-1
luit 20240102-2
lvm2 2.03.26-1
ly 1.0.2-1
lz4 1:1.10.0-2
lzo 2.10-5
m17n-db 1.8.5-1
m17n-lib 1.8.4-3
m4 1.4.19-3
mailcap 2.1.54-2
make 4.4.1-2
man-db 2.13.0-1
man-pages 6.9.1-1
mbedtls2 2.28.8-3
md4c 0.5.2-1
mdadm 4.3-2
media-player-info 26-1
mesa 1:24.2.1-1
minizip 1:1.3.1-2
mkinitcpio 39.2-2
mkinitcpio-busybox 1.36.1-1
mkinitcpio-firmware 1.4.0-1
mobile-broadband-provider-info 20240407-1
mpdecimal 4.0.0-2
mpfr 4.2.1-4
mpg123 1.32.7-1
msgpack-c 5.0.0-2
mtdev 1.1.7-1
mupdf 1.24.8-1
mypaint-brushes1 1.3.1-2
ncurses 6.5-3
ndctl 79-1
nemo 6.2.8-1
neon 0.33.0-1
neovim 0.10.1-3
netpbm 10.86.42-1
netstandard-targeting-pack 8.0.7.sdk107-1
nettle 3.10-1
network-manager-applet 1.36.0-1
networkmanager 1.48.10-1
nextcloud 29.0.5-1
ninja 1.12.1-1
nm-connection-editor 1.36.0-1
node-gyp 10.2.0-1
nodejs 22.8.0-1
nodejs-nopt 7.2.0-2
noto-fonts 1:24.9.1-1
noto-fonts-emoji 1:2.042-1
noto-fonts-extra 1:24.9.1-1
npm 10.8.3-1
npth 1.7-1
nspr 4.35-3
nss 3.104-1
ntp 4.2.8.p18-1
numactl 2.0.18-1
obsidian 1.6.7-1
ocl-icd 2.3.2-2
oniguruma 6.9.9-1
openal 1.23.1-2
opencore-amr 0.1.6-2
openexr 3.2.4-1
openjpeg2 2.5.2-1
openmpi 5.0.5-1
openpmix 5.0.3-1
openssh 9.8p1-1
openssl 3.3.1-1
openucx 1.17.0-1
opus 1.5.2-1
orc 0.4.39-1
ostree 2024.7-1
otf-fira-mono 2:3.206-4
oxygen-sounds 6.1.4-1
p11-kit 0.25.5-1
p7zip 1:17.05-2
pacman 6.1.0-3
pacman-contrib 1.10.6-1
pacman-mirrorlist 20240717-1
pam 1.6.1-3
pambase 20230918-2
pamixer 1.6-3
pandoc-cli 0.1.1.1-122
pango 1:1.54.0-1
pangomm 2.46.4-1
pangomm-2.48 2.54.0-1
parted 3.6-2
paru 2.0.3-1
paru-debug 2.0.3-1
patch 2.7.6-10
pavucontrol 1:6.1-1
pciutils 3.13.0-2
pcre 8.45-4
pcre2 10.44-1
pcsclite 2.3.0-1
pdftk 3.3.3-3
perl 5.38.2-2
perl-clone 0.46-3
perl-encode-locale 1.05-12
perl-error 0.17029-6
perl-file-listing 6.16-3
perl-html-parser 3.82-1
perl-html-tagset 3.24-1
perl-http-cookiejar 0.014-2
perl-http-cookies 6.11-1
perl-http-daemon 6.16-3
perl-http-date 6.06-2
perl-http-message 6.46-1
perl-http-negotiate 6.01-13
perl-io-html 1.004-5
perl-libwww 6.77-1
perl-lwp-mediatypes 6.04-5
perl-mailtools 2.21-8
perl-net-http 6.23-3
perl-timedate 2.33-6
perl-try-tiny 0.32-1
perl-uri 5.28-1
perl-www-robotrules 6.02-13
phonon-qt5 4.12.0-4
phonon-qt5-gstreamer 4.10.0-4
phonon-qt6 4.12.0-4
phonon-qt6-vlc 0.12.0-2
php-legacy 8.2.23-1
php-legacy-gd 8.2.23-1
pinentry 1.3.1-5
pipewire 1:1.2.3-1
pixman 0.43.4-1
pkgconf 2.1.1-1
plasma-activities 6.1.4-1
plasma-framework5 5.116.0-1
plasma5-integration 6.1.4-1
plocate 1.1.22-1
polkit 125-1
polkit-qt5 0.200.0-1
polkit-qt6 0.200.0-1
polybar 3.7.2-1
poppler 24.08.0-1
poppler-data 0.4.12-2
poppler-glib 24.08.0-1
poppler-qt5 24.08.0-1
poppler-qt6 24.08.0-1
popt 1.19-1
portaudio 1:19.7.0-3
powertop 2.15-2
pplatex 1.0-1
prison5 5.116.0-1
procps-ng 4.0.4-3
prrte 3.0.6-1
psmisc 23.7-1
pulseaudio 17.0-3
pulseaudio-alsa 1:1.2.12-3
pulseaudio-bluetooth 17.0-3
pybind11 2.13.5-1
python 3.12.5-1
python-annotated-types 0.7.0-1
python-anyio 4.4.0-1
python-argcomplete 3.4.0-1
python-argon2-cffi 23.1.0-2
python-argon2-cffi-bindings 21.2.0-5
python-asttokens 2.4.1-2
python-async-lru 2.0.4-3
python-attrs 23.2.0-3
python-autocommand 2.2.2-6
python-babel 2.15.0-1
python-beautifulsoup4 4.12.3-2
python-bleach 6.1.0-2
python-certifi 2024.08.30-1
python-cffi 1.16.0-2
python-charset-normalizer 3.3.2-2
python-click 8.1.7-3
python-colorama 0.4.6-3
python-comm 0.2.2-2
python-contourpy 1.3.0-1
python-cryptography 42.0.7-1
python-cycler 0.12.1-2
python-dateutil 2.9.0-5
python-decorator 5.1.1-4
python-defusedxml 0.7.1-6
python-docopt 0.6.2-13
python-executing 2.1.0-1
python-fastjsonschema 2.20.0-1
python-filelock 3.13.3-2
python-fonttools 4.53.1-1
python-gobject 3.48.2-2
python-h11 0.14.0-3
python-httpcore 1.0.5-1
python-httpx 0.27.2-1
python-i3ipc 2.2.1-6
python-idna 3.8-1
python-importlib-metadata 7.2.1-1
python-inflect 7.3.1-1
python-ipykernel 6.29.5-1
python-jaraco.context 5.3.0-1
python-jaraco.functools 4.0.2-1
python-jaraco.text 4.0.0-1
python-jedi 0.19.1-2
python-jinja 1:3.1.4-1
python-json-logger 2.0.7-3
python-json5 0.9.25-2
python-jsonschema 4.23.0-1
python-jsonschema-specifications 2023.12.1-2
python-jupyter-client 8.6.2-1
python-jupyter-core 5.7.2-2
python-jupyter-events 0.10.0-2
python-jupyterlab-server 2.27.3-1
python-kiwisolver 1.4.5-3
python-markdown-it-py 3.0.0-2
python-markupsafe 2.1.5-2
python-matplotlib 3.9.2-1
python-matplotlib-inline 0.1.7-1
python-mdurl 0.1.2-5
python-mistune 1:3.0.2-2
python-more-itertools 10.3.0-1
python-nest-asyncio 1.6.0-3
python-numpy 2.0.1-1
python-ordered-set 4.1.0-5
python-overrides 7.7.0-2
python-packaging 24.1-1
python-pandocfilters 1.5.1-2
python-parso 1:0.8.4-2
python-pexpect 4.9.0-2
python-pillow 10.4.0-1
python-pip 24.2-1
python-platformdirs 4.2.2-1
python-ply 3.11-13
python-prometheus_client 0.20.0-2
python-prompt_toolkit 3.0.47-1
python-psutil 6.0.0-1
python-ptyprocess 0.7.0-6
python-pure-eval 0.2.3-1
python-pycparser 2.22-2
python-pydantic 2.8.2-2
python-pydantic-core 1:2.20.1-1
python-pygments 2.18.0-1
python-pyparsing 3.1.2-2
python-pyqt6 6.7.1-1
python-pyqt6-sip 13.8.0-1
python-pytz 2024.1-2
python-pyzmq 25.1.2-2
python-referencing 0.35.1-1
python-requests 2.32.3-1
python-rich 13.8.0-1
python-rpds-py 0.19.0-1
python-ruamel-yaml 0.18.6-2
python-ruamel.yaml.clib 0.2.8-2
python-send2trash 1.8.2-2
python-setuptools 1:69.5.1-1
python-six 1.16.0-9
python-sniffio 1.3.1-3
python-soupsieve 2.6-1
python-stack-data 0.6.3-2
python-tinycss2 1.3.0-1
python-tomli 2.0.1-4
python-tornado 6.4.1-1
python-traitlets 5.14.3-2
python-trove-classifiers 2024.7.2-1
python-typeguard 4.3.0-1
python-typing_extensions 4.12.2-1
python-uc-micro-py 1.0.3-2
python-urllib3 1.26.19-1
python-validate-pyproject 0.19-1
python-wcwidth 0.2.13-2
python-webencodings 0.5.1-11
python-websocket-client 1.8.0-1
python-wheel 0.44.0-1
python-xlib 0.33-3
python-yaml 6.0.2-1
python-zipp 3.19.2-1
qca-qt5 2.3.9-2
qca-qt6 2.3.9-2
qhull 2020.2-5
qqc2-desktop-style5 5.116.1-1
qrencode 4.1.1-3
qt5-base 5.15.14+kde+r143-1
qt5-declarative 5.15.14+kde+r28-1
qt5-doc 5.15.14-1
qt5-graphicaleffects 5.15.14-1
qt5-location 5.15.14+kde+r7-1
qt5-multimedia 5.15.14+kde+r2-1
qt5-quickcontrols 5.15.14-1
qt5-quickcontrols2 5.15.14+kde+r5-1
qt5-remoteobjects 5.15.14-1
qt5-speech 5.15.14+kde+r1-1
qt5-svg 5.15.14+kde+r5-1
qt5-tools 5.15.14+kde+r4-2
qt5-translations 5.15.14-1
qt5-wayland 5.15.14+kde+r59-1
qt5-webchannel 5.15.14+kde+r3-1
qt5-webengine 5.15.17-6
qt5-x11extras 5.15.14-1
qt6-5compat 6.7.2-1
qt6-base 6.7.2-2
qt6-declarative 6.7.2-1
qt6-multimedia 6.7.2-1
qt6-multimedia-ffmpeg 6.7.2-1
qt6-shadertools 6.7.2-1
qt6-speech 6.7.2-1
qt6-svg 6.7.2-1
qt6-tools 6.7.2-2
qt6-translations 6.7.2-1
qt6-wayland 6.7.2-4
ranger 1.9.3-11
raptor 2.0.16-5
rasqal 1:0.9.33-7
rav1e 0.7.1-1
rclone 1.67.0-1
re2 1:20240702-2
readline 8.2.013-1
redland 1:1.0.17-9
redshift 1.12-13
rhash 1.4.4-1
ripgrep 14.1.0-1
rofi 1.7.5-3
rofi-emoji 3.4.1-1
rofi-file-browser-extended-git 1.3.1.r5.g44e5f0a-1
rofi-power-menu-git 3.1.0.r0.g395c1e0-1
rtkit 0.13-3
rubberband 3.3.0-2
ruby 3.2.5-1
ruby-bundled-gems 3.2.5-1
ruby-bundler 2.5.11-2
ruby-debug 1.7.1-1
ruby-default-gems 3.2.5-1
ruby-erb 4.0.4-4
ruby-irb 1.6.2-2
ruby-matrix 0.4.2-1
ruby-minitest 5.22.3-1
ruby-net-ftp 0.3.5-2
ruby-net-imap 0.4.12-1
ruby-net-pop 0.1.2-1
ruby-net-smtp 0.5.0-2
ruby-power_assert 2.0.3-3
ruby-prime 0.1.2-1
ruby-racc 1.6.2-1
ruby-rake 13.0.6-3
ruby-rbs 3.4.4-2
ruby-rdoc 6.5.1.1-2
ruby-rexml 3.2.6-2
ruby-rss 0.3.0-2
ruby-stdlib 3.2.5-1
ruby-test-unit 3.6.1-3
ruby-typeprof 0.21.8-1
rubygems 3.4.19-1
rustup 1.27.1-1
sbc 2.0-2
sbctl 0.15.4-1
sdl12-compat 1.2.68-2
sdl2 2.30.7-1
sed 4.9-3
semver 7.6.3-1
shaderc 2024.1-1
shadow 4.16.0-1
shared-mime-info 2.4-1
slang 2.3.3-3
slock 1.5-3
smbclient 4.20.4-1
snappy 1.1.10-1
sof-firmware 2024.06-1
solid 6.5.0-1
solid5 5.116.0-1
sonnet 6.5.0-1
sonnet5 5.116.0-1
sound-theme-freedesktop 0.8-6
source-highlight 3.1.9-13
spdlog 1.14.1-1
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 2024.2-1
sqlite 3.46.1-1
srt 1.5.3-2
sselp 0.2-1
stalonetray 0.8.5-2
startup-notification 0.12-8
sudo 1.9.15.p5-2
suitesparse 7.8.2-1
svt-av1 2.1.2-1
swarp 0.1-4
sxiv 26-2
syncthing 1.27.11-1
syndication 6.5.0-1
syndication5 5.116.0-1
syntax-highlighting 6.5.0-1
syntax-highlighting5 5.116.0-1
systemd 256.5-1
systemd-libs 256.5-1
systemd-sysvcompat 256.5-1
tabbed-git 0.8.r0.g7215169-1
taglib 2.0.2-1
talloc 2.4.2-3
tar 1.35-2
tdb 1.4.12-1
terminus-font 4.49.1-7
tesseract 5.4.1-1
tesseract-data-afr 2:4.1.0-4
tesseract-data-osd 2:4.1.0-4
tevent 1:0.16.1-3
texinfo 7.1-2
thin-provisioning-tools 1.1.0-1
threadweaver5 5.116.0-1
tlp 1.6.1-1
tmux 3.4-10
tpm2-tss 4.0.1-1
tracker3 3.7.3-2
trash-cli 0.24.5.26-1
trayer 1.1.8-4
tree-sitter 0.23.0-1
tree-sitter-c 0.21.4-1
tree-sitter-cli 0.23.0-1
tree-sitter-lua 0.1.0-2
tree-sitter-markdown 0.2.3-2
tree-sitter-query 0.4.0-1
tree-sitter-vim 0.4.0-1
tree-sitter-vimdoc 3.0.0-1
tslib 1.23-1
ttf-0xproto 1.602-1
ttf-0xproto-nerd 3.2.1-2
ttf-aptos 1.0-1
ttf-caladea 20200113-4
ttf-fira-code 6.2-2
ttf-fira-mono 2:3.206-4
ttf-font-awesome 6.6.0-1
ttf-hack 3.003-7
ttf-hack-nerd 3.2.1-2
ttf-inconsolata 1:3.000-4
ttf-inconsolata-nerd 3.2.1-2
ttf-jetbrains-mono 2.304-2
ttf-liberation 2.1.5-2
ttf-nerd-fonts-symbols 3.2.1-1
ttf-nerd-fonts-symbols-common 3.2.1-1
ttf-roboto 2.138-5
tzdata 2024a-2
udisks2 2.10.1-4
ueberzug 18.2.3-1
unibilium 2.1.1-2
unzip 6.0-21
upd72020x-fw 1:1.0.0-2
upower 1.90.5-2
usbmuxd 1.1.1-4
usbutils 017-1
util-linux 2.40.2-1
util-linux-libs 2.40.2-1
v4l-utils 1.28.1-1
valgrind 3.23.0-5
vapoursynth R69-1
vi 1:070224-6
vid.stab 1.1.1-2
vim 9.1.0707-1
vim-runtime 9.1.0707-1
virtualbox 7.0.20-1
virtualbox-host-modules-arch 7.0.20-14
vlc 3.0.21-2
vmaf 3.0.0-1
volume_key 0.3.12-9
vulkan-headers 1:1.3.285-1
vulkan-icd-loader 1.3.285-1
wayland 1.23.0-1
wd719x-firmware 1-7
webrtc-audio-processing 0.3.1-5
webrtc-audio-processing-1 1.3-3
wezterm 20240203.110809.5046fc22-2
wget 1.24.5-3
which 2.21-6
wine 9.16-1
wine-mono 9.2.0-1
wireless_tools 30.pre9-4
wmname 0.1-6
woff2 1.0.2-5
wpa_supplicant 2:2.11-2
x264 3:0.164.r3108.31e19f9-2
x265 3.6-1
xapp 2.8.5-1
xbitmaps 1.1.3-2
xcb-proto 1.17.0-2
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-3
xclip 0.13-5
xcolor 0.5.1-4
xcompmgr 1.1.9-3
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.18.4-1
xdg-utils 1.2.1-1
xdotool 3.20211022.1-2
xf86-input-libinput 1.4.0-2
xf86-video-vesa 2.6.0-2
xfce4-notifyd 0.9.6-1
xfce4-power-manager 4.18.4-1
xfconf 4.18.3-1
xfsprogs 6.10.0-1
xkb-switch 1.8.5-1
xkeyboard-config 2.42-1
xmlsec 1.3.5-1
xmobar 0.48.1-14
xorg-appres 1.0.7-1
xorg-bdftopcf 1.1.1-2
xorg-docs 1.7.3-2
xorg-font-util 1.4.1-2
xorg-fonts-100dpi 1.0.4-3
xorg-fonts-75dpi 1.0.4-2
xorg-fonts-alias-100dpi 1.0.5-1
xorg-fonts-alias-75dpi 1.0.5-1
xorg-fonts-encodings 1.1.0-1
xorg-iceauth 1.0.10-1
xorg-mkfontscale 1.2.3-1
xorg-server 21.1.13-1
xorg-server-common 21.1.13-1
xorg-server-devel 21.1.13-1
xorg-server-xephyr 21.1.13-1
xorg-server-xnest 21.1.13-1
xorg-server-xvfb 21.1.13-1
xorg-sessreg 1.1.3-2
xorg-setxkbmap 1.3.4-2
xorg-smproxy 1.0.7-2
xorg-util-macros 1.20.1-1
xorg-x11perf 1.7.0-1
xorg-xauth 1.1.3-1
xorg-xbacklight 1.2.3-4
xorg-xcmsdb 1.0.6-2
xorg-xcursorgen 1.0.8-2
xorg-xdpyinfo 1.3.4-2
xorg-xdriinfo 1.0.7-2
xorg-xev 1.2.6-1
xorg-xgamma 1.0.7-2
xorg-xhost 1.0.9-2
xorg-xinit 1.4.2-2
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xkbevd 1.1.5-2
xorg-xkbprint 1.0.6-2
xorg-xkbutils 1.0.6-1
xorg-xkill 1.0.6-2
xorg-xlsatoms 1.1.4-2
xorg-xlsclients 1.1.5-2
xorg-xlsfonts 1.0.8-1
xorg-xmessage 1.0.7-1
xorg-xmodmap 1.0.11-2
xorg-xpr 1.2.0-1
xorg-xprop 1.2.7-1
xorg-xrandr 1.5.2-2
xorg-xrdb 1.2.2-2
xorg-xrefresh 1.1.0-1
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorg-xvinfo 1.1.5-2
xorg-xwayland 24.1.2-1
xorg-xwd 1.0.9-2
xorg-xwininfo 1.1.6-2
xorg-xwud 1.0.6-2
xorgproto 2024.1-2
xscreensaver 6.09-1
xsel 1.2.1-2
xss-lock 0.3.0.r27.g0c562bf-1
xssstate 1.1-6
xterm 394-1
xvidcore 1.3.7-3
xxhash 0.8.2-1
xz 5.6.2-1
yajl 2.1.0-6
zathura 0.5.8-1
zathura-pdf-mupdf 0.4.4-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zlib 1:1.3.1-2
zoom 6.1.11-1
zoxide 0.9.4-2
zsh 5.9-5
zstd 1.5.6-1
zxing-cpp 2.2.1-1
